id,adsh,name,tag,ddate,qtrs,value,tlabel
6989,0000050863-19-000007,INTEL CORP,AccountsPayableCurrent,20171231.0,0,2928000000.0,"Accounts Payable, Current"
6990,0000050863-19-000007,INTEL CORP,AccountsPayableCurrent,20171231.0,0,2928000000.0,Accounts payable
6991,0000050863-19-000007,INTEL CORP,AccountsPayableCurrent,20181231.0,0,3824000000.0,"Accounts Payable, Current"""
6992,0000050863-19-000007,INTEL CORP,AccountsPayableCurrent,20181231.0,0,3824000000.0,"Accounts Payable, Current"
6993,0000050863-19-000007,INTEL CORP,AccountsPayableCurrent,20181231.0,0,3824000000.0,Accounts payable
8304,0000068505-19-000006,"MOTOROLA SOLUTIONS, INC.",AccountsPayableCurrent,20171231.0,0,593000000.0,"Accounts Payable, Current"""
8305,0000068505-19-000006,"MOTOROLA SOLUTIONS, INC.",AccountsPayableCurrent,20171231.0,0,593000000.0,"Accounts Payable, Current"
8306,0000068505-19-000006,"MOTOROLA SOLUTIONS, INC.",AccountsPayableCurrent,20171231.0,0,593000000.0,Accounts payable
8307,0000068505-19-000006,"MOTOROLA SOLUTIONS, INC.",AccountsPayableCurrent,20181231.0,0,592000000.0,"Accounts Payable, Current"""
8308,0000068505-19-000006,"MOTOROLA SOLUTIONS, INC.",AccountsPayableCurrent,20181231.0,0,592000000.0,"Accounts Payable, Current"
8309,0000068505-19-000006,"MOTOROLA SOLUTIONS, INC.",AccountsPayableCurrent,20181231.0,0,592000000.0,Accounts payable
9864,0000070866-19-000007,NCR CORP,AccountsPayableCurrent,20171231.0,0,762000000.0,"Accounts Payable, Current"""
9865,0000070866-19-000007,NCR CORP,AccountsPayableCurrent,20171231.0,0,762000000.0,"Accounts Payable, Current"
9866,0000070866-19-000007,NCR CORP,AccountsPayableCurrent,20171231.0,0,762000000.0,Accounts payable
9867,0000070866-19-000007,NCR CORP,AccountsPayableCurrent,20181231.0,0,897000000.0,"Accounts Payable, Current"""
9868,0000070866-19-000007,NCR CORP,AccountsPayableCurrent,20181231.0,0,897000000.0,"Accounts Payable, Current"
9869,0000070866-19-000007,NCR CORP,AccountsPayableCurrent,20181231.0,0,897000000.0,Accounts payable
13216,0000106040-19-000009,WESTERN DIGITAL CORP,AccountsPayableCurrent,20181231.0,0,1925000000.0,"Accounts Payable, Current"""
13217,0000106040-19-000009,WESTERN DIGITAL CORP,AccountsPayableCurrent,20181231.0,0,1925000000.0,"Accounts Payable, Current"
13218,0000106040-19-000009,WESTERN DIGITAL CORP,AccountsPayableCurrent,20181231.0,0,1925000000.0,Accounts payable
13219,0000106040-19-000009,WESTERN DIGITAL CORP,AccountsPayableCurrent,20180630.0,0,2265000000.0,"Accounts Payable, Current"""
13220,0000106040-19-000009,WESTERN DIGITAL CORP,AccountsPayableCurrent,20180630.0,0,2265000000.0,"Accounts Payable, Current"
13221,0000106040-19-000009,WESTERN DIGITAL CORP,AccountsPayableCurrent,20180630.0,0,2265000000.0,Accounts payable
14270,0000320193-19-000010,APPLE INC,AccountsPayableCurrent,20180930.0,0,55888000000.0,"Accounts Payable, Current"""
14271,0000320193-19-000010,APPLE INC,AccountsPayableCurrent,20180930.0,0,55888000000.0,"Accounts Payable, Current"
14272,0000320193-19-000010,APPLE INC,AccountsPayableCurrent,20180930.0,0,55888000000.0,Accounts payable
14273,0000320193-19-000010,APPLE INC,AccountsPayableCurrent,20181231.0,0,44293000000.0,"Accounts Payable, Current"""
14274,0000320193-19-000010,APPLE INC,AccountsPayableCurrent,20181231.0,0,44293000000.0,"Accounts Payable, Current"
14275,0000320193-19-000010,APPLE INC,AccountsPayableCurrent,20181231.0,0,44293000000.0,Accounts payable
14956,0000707549-19-000008,LAM RESEARCH CORP,AccountsPayableCurrent,20181231.0,0,343942000.0,"Accounts Payable, Current"""
14957,0000707549-19-000008,LAM RESEARCH CORP,AccountsPayableCurrent,20181231.0,0,343942000.0,"Accounts Payable, Current"
14958,0000707549-19-000008,LAM RESEARCH CORP,AccountsPayableCurrent,20181231.0,0,343942000.0,Accounts payable
14959,0000707549-19-000008,LAM RESEARCH CORP,AccountsPayableCurrent,20180630.0,0,510983000.0,"Accounts Payable, Current"""
14960,0000707549-19-000008,LAM RESEARCH CORP,AccountsPayableCurrent,20180630.0,0,510983000.0,"Accounts Payable, Current"
14961,0000707549-19-000008,LAM RESEARCH CORP,AccountsPayableCurrent,20180630.0,0,510983000.0,Accounts payable
16027,0000712515-19-000004,ELECTRONIC ARTS INC.,AccountsPayableCurrent,20180331.0,0,48000000.0,"Accounts Payable, Current"""
16028,0000712515-19-000004,ELECTRONIC ARTS INC.,AccountsPayableCurrent,20180331.0,0,48000000.0,"Accounts Payable, Current"
16029,0000712515-19-000004,ELECTRONIC ARTS INC.,AccountsPayableCurrent,20180331.0,0,48000000.0,Accounts payable
16030,0000712515-19-000004,ELECTRONIC ARTS INC.,AccountsPayableCurrent,20181231.0,0,70000000.0,"Accounts Payable, Current"""
16031,0000712515-19-000004,ELECTRONIC ARTS INC.,AccountsPayableCurrent,20181231.0,0,70000000.0,"Accounts Payable, Current"
16032,0000712515-19-000004,ELECTRONIC ARTS INC.,AccountsPayableCurrent,20181231.0,0,70000000.0,Accounts payable
17873,0000743316-19-000006,MAXIM INTEGRATED PRODUCTS INC,AccountsPayableCurrent,20180630.0,0,92572000.0,"Accounts Payable, Current"""
17874,0000743316-19-000006,MAXIM INTEGRATED PRODUCTS INC,AccountsPayableCurrent,20180630.0,0,92572000.0,"Accounts Payable, Current"
17875,0000743316-19-000006,MAXIM INTEGRATED PRODUCTS INC,AccountsPayableCurrent,20180630.0,0,92572000.0,Accounts payable
17876,0000743316-19-000006,MAXIM INTEGRATED PRODUCTS INC,AccountsPayableCurrent,20181231.0,0,99577000.0,"Accounts Payable, Current"""
17877,0000743316-19-000006,MAXIM INTEGRATED PRODUCTS INC,AccountsPayableCurrent,20181231.0,0,99577000.0,"Accounts Payable, Current"
17878,0000743316-19-000006,MAXIM INTEGRATED PRODUCTS INC,AccountsPayableCurrent,20181231.0,0,99577000.0,Accounts payable
18947,0000743988-19-000004,XILINX INC,AccountsPayableCurrent,20181231.0,0,111916000.0,"Accounts Payable, Current"""
18948,0000743988-19-000004,XILINX INC,AccountsPayableCurrent,20181231.0,0,111916000.0,"Accounts Payable, Current"
18949,0000743988-19-000004,XILINX INC,AccountsPayableCurrent,20181231.0,0,111916000.0,Accounts payable
18950,0000743988-19-000004,XILINX INC,AccountsPayableCurrent,20180331.0,0,98999000.0,"Accounts Payable, Current"""
18951,0000743988-19-000004,XILINX INC,AccountsPayableCurrent,20180331.0,0,98999000.0,"Accounts Payable, Current"
18952,0000743988-19-000004,XILINX INC,AccountsPayableCurrent,20180331.0,0,98999000.0,Accounts payable
19888,0000749251-19-000005,GARTNER INC,AccountsPayableCurrent,20171231.0,0,49000000.0,"Accounts Payable, Current"""
19889,0000749251-19-000005,GARTNER INC,AccountsPayableCurrent,20171231.0,0,49000000.0,"Accounts Payable, Current"
19890,0000749251-19-000005,GARTNER INC,AccountsPayableCurrent,20171231.0,0,49000000.0,Accounts payable
19891,0000749251-19-000005,GARTNER INC,AccountsPayableCurrent,20181231.0,0,37508000.0,"Accounts Payable, Current"""
19892,0000749251-19-000005,GARTNER INC,AccountsPayableCurrent,20181231.0,0,37508000.0,"Accounts Payable, Current"
19893,0000749251-19-000005,GARTNER INC,AccountsPayableCurrent,20181231.0,0,37508000.0,Accounts payable
21030,0000796343-19-000019,ADOBE INC.,AccountsPayableCurrent,20171130.0,0,113538000.0,"Accounts Payable, Current"""
21031,0000796343-19-000019,ADOBE INC.,AccountsPayableCurrent,20171130.0,0,113538000.0,"Accounts Payable, Current"
21032,0000796343-19-000019,ADOBE INC.,AccountsPayableCurrent,20171130.0,0,113538000.0,Accounts payable
21033,0000796343-19-000019,ADOBE INC.,AccountsPayableCurrent,20181130.0,0,186258000.0,"Accounts Payable, Current"""
21034,0000796343-19-000019,ADOBE INC.,AccountsPayableCurrent,20181130.0,0,186258000.0,"Accounts Payable, Current"
21035,0000796343-19-000019,ADOBE INC.,AccountsPayableCurrent,20181130.0,0,186258000.0,Accounts payable
22384,0000796343-19-000079,ADOBE INC.,AccountsPayableCurrent,20190228.0,0,145292000.0,"Accounts Payable, Current"""
22385,0000796343-19-000079,ADOBE INC.,AccountsPayableCurrent,20190228.0,0,145292000.0,"Accounts Payable, Current"
22386,0000796343-19-000079,ADOBE INC.,AccountsPayableCurrent,20190228.0,0,145292000.0,Accounts payable
22387,0000796343-19-000079,ADOBE INC.,AccountsPayableCurrent,20181130.0,0,186258000.0,"Accounts Payable, Current"""
22388,0000796343-19-000079,ADOBE INC.,AccountsPayableCurrent,20181130.0,0,186258000.0,"Accounts Payable, Current"
22389,0000796343-19-000079,ADOBE INC.,AccountsPayableCurrent,20181130.0,0,186258000.0,Accounts payable
23176,0000813672-19-000008,CADENCE DESIGN SYSTEMS INC,AccountsPayableCurrent,20171231.0,0,4825000.0,"Accounts Payable, Current"""
23177,0000813672-19-000008,CADENCE DESIGN SYSTEMS INC,AccountsPayableCurrent,20171231.0,0,4825000.0,"Accounts Payable, Current"
23178,0000813672-19-000008,CADENCE DESIGN SYSTEMS INC,AccountsPayableCurrent,20171231.0,0,4825000.0,Accounts payable
23179,0000813672-19-000008,CADENCE DESIGN SYSTEMS INC,AccountsPayableCurrent,20181231.0,0,5484000.0,"Accounts Payable, Current"""
23180,0000813672-19-000008,CADENCE DESIGN SYSTEMS INC,AccountsPayableCurrent,20181231.0,0,5484000.0,"Accounts Payable, Current"
23181,0000813672-19-000008,CADENCE DESIGN SYSTEMS INC,AccountsPayableCurrent,20181231.0,0,5484000.0,Accounts payable
24391,0000814547-19-000003,FAIR ISAAC CORP,AccountsPayableCurrent,20181231.0,0,20387000.0,"Accounts Payable, Current"""
24392,0000814547-19-000003,FAIR ISAAC CORP,AccountsPayableCurrent,20181231.0,0,20387000.0,"Accounts Payable, Current"
24393,0000814547-19-000003,FAIR ISAAC CORP,AccountsPayableCurrent,20181231.0,0,20387000.0,Accounts payable
24394,0000814547-19-000003,FAIR ISAAC CORP,AccountsPayableCurrent,20180930.0,0,20251000.0,"Accounts Payable, Current"""
24395,0000814547-19-000003,FAIR ISAAC CORP,AccountsPayableCurrent,20180930.0,0,20251000.0,"Accounts Payable, Current"
24396,0000814547-19-000003,FAIR ISAAC CORP,AccountsPayableCurrent,20180930.0,0,20251000.0,Accounts payable
25019,0000816761-19-000010,TERADATA CORP /DE/,AccountsPayableCurrent,20171231.0,0,74000000.0,"Accounts Payable, Current"""
25020,0000816761-19-000010,TERADATA CORP /DE/,AccountsPayableCurrent,20171231.0,0,74000000.0,"Accounts Payable, Current"
25021,0000816761-19-000010,TERADATA CORP /DE/,AccountsPayableCurrent,20171231.0,0,74000000.0,Accounts payable
25022,0000816761-19-000010,TERADATA CORP /DE/,AccountsPayableCurrent,20181231.0,0,141000000.0,"Accounts Payable, Current"""
25023,0000816761-19-000010,TERADATA CORP /DE/,AccountsPayableCurrent,20181231.0,0,141000000.0,"Accounts Payable, Current"
25024,0000816761-19-000010,TERADATA CORP /DE/,AccountsPayableCurrent,20181231.0,0,141000000.0,Accounts payable
26378,0000816761-19-000012,TERADATA CORP /DE/,AccountsPayableCurrent,20171231.0,0,74000000.0,"Accounts Payable, Current"""
26379,0000816761-19-000012,TERADATA CORP /DE/,AccountsPayableCurrent,20171231.0,0,74000000.0,"Accounts Payable, Current"
26380,0000816761-19-000012,TERADATA CORP /DE/,AccountsPayableCurrent,20171231.0,0,74000000.0,Accounts payable
26381,0000816761-19-000012,TERADATA CORP /DE/,AccountsPayableCurrent,20181231.0,0,141000000.0,"Accounts Payable, Current"""
26382,0000816761-19-000012,TERADATA CORP /DE/,AccountsPayableCurrent,20181231.0,0,141000000.0,"Accounts Payable, Current"
26383,0000816761-19-000012,TERADATA CORP /DE/,AccountsPayableCurrent,20181231.0,0,141000000.0,Accounts payable
27737,0000827054-19-000018,MICROCHIP TECHNOLOGY INC,AccountsPayableCurrent,20180331.0,0,144100000.0,"Accounts Payable, Current"""
27738,0000827054-19-000018,MICROCHIP TECHNOLOGY INC,AccountsPayableCurrent,20180331.0,0,144100000.0,"Accounts Payable, Current"
27739,0000827054-19-000018,MICROCHIP TECHNOLOGY INC,AccountsPayableCurrent,20180331.0,0,144100000.0,Accounts payable
27740,0000827054-19-000018,MICROCHIP TECHNOLOGY INC,AccountsPayableCurrent,20181231.0,0,236000000.0,"Accounts Payable, Current"""
27741,0000827054-19-000018,MICROCHIP TECHNOLOGY INC,AccountsPayableCurrent,20181231.0,0,236000000.0,"Accounts Payable, Current"
27742,0000827054-19-000018,MICROCHIP TECHNOLOGY INC,AccountsPayableCurrent,20181231.0,0,236000000.0,Accounts payable
28884,0000857005-19-000006,PTC INC.,AccountsPayableCurrent,20180930.0,0,53473000.0,"Accounts Payable, Current"""
28885,0000857005-19-000006,PTC INC.,AccountsPayableCurrent,20180930.0,0,53473000.0,"Accounts Payable, Current"
28886,0000857005-19-000006,PTC INC.,AccountsPayableCurrent,20180930.0,0,53473000.0,Accounts payable
28887,0000857005-19-000006,PTC INC.,AccountsPayableCurrent,20181231.0,0,57249000.0,"Accounts Payable, Current"""
28888,0000857005-19-000006,PTC INC.,AccountsPayableCurrent,20181231.0,0,57249000.0,"Accounts Payable, Current"
28889,0000857005-19-000006,PTC INC.,AccountsPayableCurrent,20181231.0,0,57249000.0,Accounts payable
29615,0000858877-19-000003,"CISCO SYSTEMS, INC.",AccountsPayableCurrent,20180731.0,0,1904000000.0,"Accounts Payable, Current"""
29616,0000858877-19-000003,"CISCO SYSTEMS, INC.",AccountsPayableCurrent,20180731.0,0,1904000000.0,"Accounts Payable, Current"
29617,0000858877-19-000003,"CISCO SYSTEMS, INC.",AccountsPayableCurrent,20180731.0,0,1904000000.0,Accounts payable
29618,0000858877-19-000003,"CISCO SYSTEMS, INC.",AccountsPayableCurrent,20190131.0,0,1655000000.0,"Accounts Payable, Current"""
29619,0000858877-19-000003,"CISCO SYSTEMS, INC.",AccountsPayableCurrent,20190131.0,0,1655000000.0,"Accounts Payable, Current"
29620,0000858877-19-000003,"CISCO SYSTEMS, INC.",AccountsPayableCurrent,20190131.0,0,1655000000.0,Accounts payable
31064,0000860731-19-000009,TYLER TECHNOLOGIES INC,AccountsPayableCurrent,20171231.0,0,8174000.0,"Accounts Payable, Current"""
31065,0000860731-19-000009,TYLER TECHNOLOGIES INC,AccountsPayableCurrent,20171231.0,0,8174000.0,"Accounts Payable, Current"
31066,0000860731-19-000009,TYLER TECHNOLOGIES INC,AccountsPayableCurrent,20171231.0,0,8174000.0,Accounts payable
31067,0000860731-19-000009,TYLER TECHNOLOGIES INC,AccountsPayableCurrent,20181231.0,0,6910000.0,"Accounts Payable, Current"""
31068,0000860731-19-000009,TYLER TECHNOLOGIES INC,AccountsPayableCurrent,20181231.0,0,6910000.0,"Accounts Payable, Current"
31069,0000860731-19-000009,TYLER TECHNOLOGIES INC,AccountsPayableCurrent,20181231.0,0,6910000.0,Accounts payable
32147,0000876167-19-000026,PROGRESS SOFTWARE CORP /MA,AccountsPayableCurrent,20171130.0,0,9000000.0,"Accounts Payable, Current"""
32148,0000876167-19-000026,PROGRESS SOFTWARE CORP /MA,AccountsPayableCurrent,20171130.0,0,9000000.0,"Accounts Payable, Current"
32149,0000876167-19-000026,PROGRESS SOFTWARE CORP /MA,AccountsPayableCurrent,20171130.0,0,9000000.0,Accounts payable
32150,0000876167-19-000026,PROGRESS SOFTWARE CORP /MA,AccountsPayableCurrent,20181130.0,0,10593000.0,"Accounts Payable, Current"""
32151,0000876167-19-000026,PROGRESS SOFTWARE CORP /MA,AccountsPayableCurrent,20181130.0,0,10593000.0,"Accounts Payable, Current"
32152,0000876167-19-000026,PROGRESS SOFTWARE CORP /MA,AccountsPayableCurrent,20181130.0,0,10593000.0,Accounts payable
33505,0000877890-19-000035,CITRIX SYSTEMS INC,AccountsPayableCurrent,20171231.0,0,66893000.0,"Accounts Payable, Current"""
33506,0000877890-19-000035,CITRIX SYSTEMS INC,AccountsPayableCurrent,20171231.0,0,66893000.0,"Accounts Payable, Current"
33507,0000877890-19-000035,CITRIX SYSTEMS INC,AccountsPayableCurrent,20171231.0,0,66893000.0,Accounts payable
33508,0000877890-19-000035,CITRIX SYSTEMS INC,AccountsPayableCurrent,20181231.0,0,75551000.0,"Accounts Payable, Current"""
33509,0000877890-19-000035,CITRIX SYSTEMS INC,AccountsPayableCurrent,20181231.0,0,75551000.0,"Accounts Payable, Current"
33510,0000877890-19-000035,CITRIX SYSTEMS INC,AccountsPayableCurrent,20181231.0,0,75551000.0,Accounts payable
35072,0000883241-19-000008,SYNOPSYS INC,AccountsPayableCurrent,20181031.0,0,85046000.0,"Accounts Payable, Current"""
35073,0000883241-19-000008,SYNOPSYS INC,AccountsPayableCurrent,20181031.0,0,85046000.0,"Accounts Payable, Current"
35074,0000883241-19-000008,SYNOPSYS INC,AccountsPayableCurrent,20181031.0,0,85046000.0,Accounts payable
35075,0000883241-19-000008,SYNOPSYS INC,AccountsPayableCurrent,20190131.0,0,26019000.0,"Accounts Payable, Current"""
35076,0000883241-19-000008,SYNOPSYS INC,AccountsPayableCurrent,20190131.0,0,26019000.0,"Accounts Payable, Current"
35077,0000883241-19-000008,SYNOPSYS INC,AccountsPayableCurrent,20190131.0,0,26019000.0,Accounts payable
35790,0000896878-19-000042,INTUIT INC,AccountsPayableCurrent,20190131.0,0,400000000.0,"Accounts Payable, Current"""
35791,0000896878-19-000042,INTUIT INC,AccountsPayableCurrent,20190131.0,0,400000000.0,"Accounts Payable, Current"
35792,0000896878-19-000042,INTUIT INC,AccountsPayableCurrent,20190131.0,0,400000000.0,Accounts payable
35793,0000896878-19-000042,INTUIT INC,AccountsPayableCurrent,20180731.0,0,178000000.0,"Accounts Payable, Current"""
35794,0000896878-19-000042,INTUIT INC,AccountsPayableCurrent,20180731.0,0,178000000.0,"Accounts Payable, Current"
35795,0000896878-19-000042,INTUIT INC,AccountsPayableCurrent,20180731.0,0,178000000.0,Accounts payable
36702,0000910638-19-000004,3D SYSTEMS CORP,AccountsPayableCurrent,20171231.0,0,55607000.0,"Accounts Payable, Current"""
36703,0000910638-19-000004,3D SYSTEMS CORP,AccountsPayableCurrent,20171231.0,0,55607000.0,"Accounts Payable, Current"
36704,0000910638-19-000004,3D SYSTEMS CORP,AccountsPayableCurrent,20171231.0,0,55607000.0,Accounts payable
36705,0000910638-19-000004,3D SYSTEMS CORP,AccountsPayableCurrent,20181231.0,0,66722000.0,"Accounts Payable, Current"""
36706,0000910638-19-000004,3D SYSTEMS CORP,AccountsPayableCurrent,20181231.0,0,66722000.0,"Accounts Payable, Current"
36707,0000910638-19-000004,3D SYSTEMS CORP,AccountsPayableCurrent,20181231.0,0,66722000.0,Accounts payable
38131,0000912093-19-000004,VIAVI SOLUTIONS INC.,AccountsPayableCurrent,20181231.0,0,55400000.0,"Accounts Payable, Current"""
38132,0000912093-19-000004,VIAVI SOLUTIONS INC.,AccountsPayableCurrent,20181231.0,0,55400000.0,"Accounts Payable, Current"
38133,0000912093-19-000004,VIAVI SOLUTIONS INC.,AccountsPayableCurrent,20181231.0,0,55400000.0,Accounts payable
38134,0000912093-19-000004,VIAVI SOLUTIONS INC.,AccountsPayableCurrent,20180630.0,0,55500000.0,"Accounts Payable, Current"""
38135,0000912093-19-000004,VIAVI SOLUTIONS INC.,AccountsPayableCurrent,20180630.0,0,55500000.0,"Accounts Payable, Current"
38136,0000912093-19-000004,VIAVI SOLUTIONS INC.,AccountsPayableCurrent,20180630.0,0,55500000.0,Accounts payable
39212,0000914025-19-000005,PLANTRONICS INC /CA/,AccountsPayableCurrent,20180331.0,0,45417000.0,"Accounts Payable, Current"""
39213,0000914025-19-000005,PLANTRONICS INC /CA/,AccountsPayableCurrent,20180331.0,0,45417000.0,"Accounts Payable, Current"
39214,0000914025-19-000005,PLANTRONICS INC /CA/,AccountsPayableCurrent,20180331.0,0,45417000.0,Accounts payable
39215,0000914025-19-000005,PLANTRONICS INC /CA/,AccountsPayableCurrent,20181231.0,0,146067000.0,"Accounts Payable, Current"""
39216,0000914025-19-000005,PLANTRONICS INC /CA/,AccountsPayableCurrent,20181231.0,0,146067000.0,"Accounts Payable, Current"
39217,0000914025-19-000005,PLANTRONICS INC /CA/,AccountsPayableCurrent,20181231.0,0,146067000.0,Accounts payable
40053,0000929940-19-000003,ASPEN TECHNOLOGY INC /DE/,AccountsPayableCurrent,20181231.0,0,5249000.0,"Accounts Payable, Current"""
40054,0000929940-19-000003,ASPEN TECHNOLOGY INC /DE/,AccountsPayableCurrent,20181231.0,0,5249000.0,"Accounts Payable, Current"
40055,0000929940-19-000003,ASPEN TECHNOLOGY INC /DE/,AccountsPayableCurrent,20181231.0,0,5249000.0,Accounts payable
40701,0000936395-19-000010,CIENA CORP,AccountsPayableCurrent,20181031.0,0,340582000.0,"Accounts Payable, Current"""
40702,0000936395-19-000010,CIENA CORP,AccountsPayableCurrent,20181031.0,0,340582000.0,"Accounts Payable, Current"
40703,0000936395-19-000010,CIENA CORP,AccountsPayableCurrent,20181031.0,0,340582000.0,Accounts payable
40704,0000936395-19-000010,CIENA CORP,AccountsPayableCurrent,20190131.0,0,335547000.0,"Accounts Payable, Current"""
40705,0000936395-19-000010,CIENA CORP,AccountsPayableCurrent,20190131.0,0,335547000.0,"Accounts Payable, Current"
40706,0000936395-19-000010,CIENA CORP,AccountsPayableCurrent,20190131.0,0,335547000.0,Accounts payable
41526,0001002517-19-000005,"NUANCE COMMUNICATIONS, INC.",AccountsPayableCurrent,20180930.0,0,80912000.0,"Accounts Payable, Current"""
41527,0001002517-19-000005,"NUANCE COMMUNICATIONS, INC.",AccountsPayableCurrent,20180930.0,0,80912000.0,"Accounts Payable, Current"
41528,0001002517-19-000005,"NUANCE COMMUNICATIONS, INC.",AccountsPayableCurrent,20180930.0,0,80912000.0,Accounts payable
41529,0001002517-19-000005,"NUANCE COMMUNICATIONS, INC.",AccountsPayableCurrent,20181231.0,0,90006000.0,"Accounts Payable, Current"""
41530,0001002517-19-000005,"NUANCE COMMUNICATIONS, INC.",AccountsPayableCurrent,20181231.0,0,90006000.0,"Accounts Payable, Current"
41531,0001002517-19-000005,"NUANCE COMMUNICATIONS, INC.",AccountsPayableCurrent,20181231.0,0,90006000.0,Accounts payable
42327,0001013462-19-000003,ANSYS INC,AccountsPayableCurrent,20171231.0,0,6042000.0,"Accounts Payable, Current"""
42328,0001013462-19-000003,ANSYS INC,AccountsPayableCurrent,20171231.0,0,6042000.0,"Accounts Payable, Current"
42329,0001013462-19-000003,ANSYS INC,AccountsPayableCurrent,20171231.0,0,6042000.0,Accounts payable
42330,0001013462-19-000003,ANSYS INC,AccountsPayableCurrent,20181231.0,0,7953000.0,"Accounts Payable, Current"""
42331,0001013462-19-000003,ANSYS INC,AccountsPayableCurrent,20181231.0,0,7953000.0,"Accounts Payable, Current"
